0,0,0,,,,,,,,,,,,,,,,,
0.001275,0.331408,0.073089132,,,,,,,,,,,,,,,,,
0.005099,0.734833,0.29229683,,,,,,,,,,,,,,,,,
0.010835,0.79283,0.621090346,,,,,,,,,,,,,,,,,
0.017845,0.824058,1.022853219,,,,,,,,,,,,,,,,,
0.024218,0.82852,1.388021673,,,,,,,,,,,,,,,,,
0.028042,0.811312,1.607082028,,,,,,,,,,,,,,,,,
0.02868,0.776259,1.643625881,,,,,,,,,,,,,,,,,
0.026768,0.72846,1.534104999,,,,,,,,,,,,,,,,,
0.021669,0.674287,1.241977611,,,,,,,,,,,,,,,,,
0.015933,0.624576,0.913279411,,,,,,,,,,,,,,,,,
0.010835,0.583788,0.621090346,,,,,,,,,,,,,,,,,
0.007011,0.555108,0.401897874,,,,,,,,,,,,,,,,,
0.004461,0.539175,0.255724418,,,,,,,,,,,,,,,,,
0.003824,0.537263,0.219209123,,,,,,,,,,,,,,,,,
0.004461,0.544274,0.255724418,,,,,,,,,,,,,,,,,
0.005099,0.554471,0.29229683,,,,,,,,,,,,,,,,,
0.004461,0.565305,0.255724418,,,,,,,,,,,,,,,,,
0.001912,0.574228,0.109604962,,,,,,,,,,,,,,,,,
-0.003186,0.582513,-0.182636325,,,,,,,,,,,,,,,,,
-0.012109,0.590161,-0.694112573,,,,,,,,,,,,,,,,,
-0.026767,0.597809,-1.534047715,,,,,,,,,,,,,,,,,
-0.050986,0.605457,-2.920235629,,,,,,,,,,,,,,,,,
-0.088588,0.61183,-5.065070665,,,,,,,,,,,,,,,,,
-0.144035,0.611193,-8.200385185,,,,,,,,,,,,,,,,,
-0.211591,0.601633,-11.95311818,,,,,,,,,,,,,,,,,
-0.286795,0.582513,-16.01074344,,,,,,,,,,,,,,,,,
-0.365186,0.554471,-20.07166121,,,,,,,,,,,,,,,,,
-0.441664,0.519418,-23.84140821,,,,,,,,,,,,,,,,,
-0.506671,0.480541,-26.88363951,,,,,,,,,,,,,,,,,
-0.555108,0.444214,-29.0497322,,,,,,,,,,,,,,,,,
-0.589523,0.412985,-30.53580793,,,,,,,,,,,,,,,,,
-0.612467,0.38813,-31.50206461,,,,,,,,,,,,,,,,,
-0.625851,0.370922,-32.05668361,,,,,,,,,,,,,,,,,
-0.629675,0.360725,-32.21392653,,,,,,,,,,,,,,,,,
-0.627763,0.354352,-32.13537277,,,,,,,,,,,,,,,,,
-0.625213,0.34989,-32.03039632,,,,,,,,,,,,,,,,,
-0.623301,0.344792,-31.95152653,,,,,,,,,,,,,,,,,
-0.625851,0.337144,-32.05668361,,,,,,,,,,,,,,,,,
-0.633499,0.324397,-32.37062814,,,,,,,,,,,,,,,,,
-0.64752,0.305915,-32.94056379,,,,,,,,,,,,,,,,,
-0.668551,0.284246,-33.78187305,,,,,,,,,,,,,,,,,
-0.694044,0.260028,-34.77998144,,,,,,,,,,,,,,,,,
-0.722086,0.234535,-35.85069797,,,,,,,,,,,,,,,,,
-0.748217,0.207767,-36.82312807,,,,,,,,,,,,,,,,,
-0.766062,0.180362,-37.47335087,,,,,,,,,,,,,,,,,
-0.776896,0.151046,-37.86268578,,,,,,,,,,,,,,,,,
-0.780083,0.120454,-37.97643989,,,,,,,,,,,,,,,,,
-0.777533,0.089225,-37.88545044,,,,,,,,,,,,,,,,,
-0.774347,0.059271,-37.77145072,,,,,,,,,,,,,,,,,
-0.774347,0.035053,-37.77145072,,,,,,,,,,,,,,,,,
-0.779445,0.018483,-37.95369578,,,,,,,,,,,,,,,,,
-0.789005,0.011472,-38.29302942,,,,,,,,,,,,,,,,,
-0.801114,0.014659,-38.71833486,,,,,,,,,,,,,,,,,
-0.812586,0.027405,-39.1166573,,,,,,,,,,,,,,,,,
-0.820871,0.046525,-39.40155492,,,,,,,,,,,,,,,,,
-0.827882,0.070106,-39.64084158,,,,,,,,,,,,,,,,,
-0.833618,0.10006,-39.83539028,,,,,,,,,,,,,,,,,
-0.838716,0.137025,-40.00738094,,,,,,,,,,,,,,,,,
-0.844452,0.183549,-40.19986624,,,,,,,,,,,,,,,,,
-0.8521,0.237722,-40.45482572,,,,,,,,,,,,,,,,,
-0.862297,0.295081,-40.79177928,,,,,,,,,,,,,,,,,
-0.874407,0.351802,-41.18755658,,,,,,,,,,,,,,,,,
-0.886516,0.401513,-41.57858023,,,,,,,,,,,,,,,,,
-0.889702,0.436566,-41.68068409,,,,,,,,,,,,,,,,,
-0.878868,0.455049,-41.3321578,,,,,,,,,,,,,,,,,
-0.855287,0.461422,-40.56050313,,,,,,,,,,,,,,,,,
-0.815773,0.458872,-39.22652296,,,,,,,,,,,,,,,,,
-0.760963,0.449313,-37.28869608,,,,,,,,,,,,,,,,,
-0.688946,0.435291,-34.58227544,,,,,,,,,,,,,,,,,
-0.607368,0.421908,-31.28901829,,,,,,,,,,,,,,,,,
-0.521967,0.410436,-27.57705342,,,,,,,,,,,,,,,,,
-0.434654,0.400239,-23.50428382,,,,,,,,,,,,,,,,,
-0.349253,0.391316,-19.26167306,,,,,,,,,,,,,,,,,
-0.267675,0.377295,-14.99294208,,,,,,,,,,,,,,,,,
-0.186098,0.350528,-10.54738215,,,,,,,,,,,,,,,,,
-0.101334,0.309739,-5.789193786,,,,,,,,,,,,,,,,,
-0.010834,0.256841,-0.621033028,,,,,,,,,,,,,,,,,
0.086039,0.194384,4.920055268,,,,,,,,,,,,,,,,,
0.186736,0.132563,10.58272711,,,,,,,,,,,,,,,,,
0.286795,0.079028,16.01074344,,,,,,,,,,,,,,,,,
0.384306,0.035053,21.03273002,,,,,,,,,,,,,,,,,
0.479267,0.003824,25.61985078,,,,,,,,,,,,,,,,,
0.569767,-0.013384,29.68811361,,,,,,,,,,,,,,,,,
0.656442,-0.012746,33.299458,,,,,,,,,,,,,,,,,
0.739294,0.003187,36.49379532,,,,,,,,,,,,,,,,,
0.81641,0.031229,39.24844121,,,,,,,,,,,,,,,,,
0.885879,0.068831,41.5581271,,,,,,,,,,,,,,,,,
0.943238,0.114081,43.34884151,,,,,,,,,,,,,,,,,
0.974466,0.158056,44.28153516,,,,,,,,,,,,,,,,,
0.97829,0.189285,44.39375999,,,,,,,,,,,,,,,,,
0.961083,0.202031,43.88538272,,,,,,,,,,,,,,,,,
0.930491,0.193109,42.95968538,,,,,,,,,,,,,,,,,
0.895438,0.16188,41.8636969,,,,,,,,,,,,,,,,,
0.868671,0.112169,41.00068493,,,,,,,,,,,,,,,,,
0.855924,0.057359,40.58158549,,,,,,,,,,,,,,,,,
0.855924,0.005736,40.58158549,,,,,,,,,,,,,,,,,
0.866122,-0.034415,40.91730043,,,,,,,,,,,,,,,,,
0.882055,-0.054172,41.43507186,,,,,,,,,,,,,,,,,
0.889065,-0.035053,41.66029556,,,,,,,,,,,,,,,,,
0.87122,0.016571,41.08385923,,,,,,,,,,,,,,,,,
0.823421,0.086676,39.48877747,,,,,,,,,,,,,,,,,
0.748217,0.160605,36.82312807,,,,,,,,,,,,,,,,,
0.652619,0.223063,33.14603365,,,,,,,,,,,,,,,,,
0.557657,0.25238,29.16131231,,,,,,,,,,,,,,,,,
0.478629,0.254292,25.59010171,,,,,,,,,,,,,,,,,
0.41426,0.242183,22.51368447,,,,,,,,,,,,,,,,,
0.361362,0.221788,19.87800727,,,,,,,,,,,,,,,,,
0.318024,0.200757,17.65086105,,,,,,,,,,,,,,,,,
0.282971,0.183549,15.80798866,,,,,,,,,,,,,,,,,
0.251105,0.172077,14.10296517,,,,,,,,,,,,,,,,,
0.222426,0.166341,12.54629383,,,,,,,,,,,,,,,,,
0.195021,0.166341,11.04096543,,,,,,,,,,,,,,,,,
0.168253,0.17144,9.555577378,,,,,,,,,,,,,,,,,
0.14276,0.181,8.128768661,,,,,,,,,,,,,,,,,
0.115993,0.191197,6.619698057,,,,,,,,,,,,,,,,,
0.086676,0.200757,4.956300885,,,,,,,,,,,,,,,,,
0.052898,0.209679,3.029545776,,,,,,,,,,,,,,,,,
0.016571,0.219239,0.949843001,,,,,,,,,,,,,,,,,
-0.021031,0.231986,-1.205421027,,,,,,,,,,,,,,,,,
-0.054172,0.247281,-3.102368902,,,,,,,,,,,,,,,,,
-0.077753,0.260028,-4.448228784,,,,,,,,,,,,,,,,,
-0.091137,0.265764,-5.210021094,,,,,,,,,,,,,,,,,
-0.092412,0.261302,-5.282499801,,,,,,,,,,,,,,,,,
-0.082214,0.240908,-4.702328918,,,,,,,,,,,,,,,,,
-0.065007,0.207767,-3.721279886,,,,,,,,,,,,,,,,,
-0.041426,0.163792,-2.37338181,,,,,,,,,,,,,,,,,
-0.013384,0.108982,-0.767189862,,,,,,,,,,,,,,,,,
0.019757,0.046525,1.132419552,,,,,,,,,,,,,,,,,
0.056085,-0.022943,3.211699019,,,,,,,,,,,,,,,,,
0.096236,-0.095598,5.499776621,,,,,,,,,,,,,,,,,
0.137662,-0.170802,7.842161639,,,,,,,,,,,,,,,,,
0.180362,-0.246006,10.2292484,,,,,,,,,,,,,,,,,
0.224338,-0.32121,12.6506896,,,,,,,,,,,,,,,,,
0.26895,-0.391953,15.06112281,,,,,,,,,,,,,,,,,
0.312926,-0.453136,17.3850719,,,,,,,,,,,,,,,,,
